"varieties_present","galega","cobrancosa","arbequina","picual","cordovilTM","cordovilSE","madural","verdeal"
"1",0.619209281474678,0,0,0,0,0,0,0
"1",0.550437264825747,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"1",0.550330891085497,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"1",0,0,0.468269114124323,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"1",0,0,0.479980392316788,0,0,0,0,0
"1",0,0,0.485709258790309,0,0,0,0,0
"1",0,0,0,0.534217240992147,0,0,0,0
"1",0,0,0,0.520375940575341,0,0,0,0
"1",0,0,0,0.622877622744546,0,0,0,0
"1",0.51319352904845,0,0,0,0,0,0,0
"1",0.518052709590181,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"1",0,0,0.558189344537827,0,0,0,0,0
"1",0,0,0.464635444594256,0,0,0,0,0
"1",0,0,0.487568427728816,0,0,0,0,0
"2",0,0,0.535413619268748,0.62130285470005,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"2",0.531941005649722,0,0,0.520769907106308,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"1",0,0,0,0.696029216079098,0,0,0,0
"2",0,0,0.542129690871329,0.688978909352851,0,0,0,0
"1",0,0,0,0.701018305332671,0,0,0,0
"1",0,0,0,0.673080257415208,0,0,0,0
"1",0,0,0,0.672932475948997,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"1",0,0,0,0,0.491066206454844,0,0,0
"1",0,0,0,0.675559727072302,0,0,0,0
"2",0,0,0.510677281208436,0.672954942065581,0,0,0,0
"1",0,0,0,0.743257807889742,0,0,0,0
"1",0,0,0,0.640863432677263,0,0,0,0
"0",0,0,0,0,0,0,0,0
"1",0,0,0,0,0.48474621831531,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"1",0.515118206915978,0,0,0,0,0,0,0
"1",0,0,0,0.689635723380532,0,0,0,0
"1",0,0,0,0.568557925001249,0,0,0,0
"1",0,0,0,0.573736731552921,0,0,0,0
"1",0,0.550997010045222,0,0,0,0,0,0
"2",0.530158996162967,0,0,0,0.534657098193511,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"1",0.588297027774402,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"2",0.580387715127281,0,0,0,0.55224439881564,0,0,0
"2",0,0.58496083089162,0,0.611152336536639,0,0,0,0
"1",0,0.609774368178456,0,0,0,0,0,0
"2",0,0.608976770565878,0,0.522042558147852,0,0,0,0
"1",0,0.597918252454672,0,0,0,0,0,0
"1",0,0.68157170539215,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"2",0.568311157098504,0,0,0,0.508297804809991,0,0,0
"1",0,0.596690276217809,0,0,0,0,0,0
"1",0,0.657790810623444,0,0,0,0,0,0
"1",0,0.741790971249095,0,0,0,0,0,0
"2",0,0.760342460963206,0,0,0.668597135500583,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"1",0.547544316485581,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"2",0.509446593174737,0,0,0,0.486433379087643,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"1",0,0,0,0,0,0,0,0.669686524751067
"1",0,0,0,0,0,0,0.799473966511909,0
"2",0.553973470101528,0,0,0,0.686011490203688,0,0,0
"2",0.594504740883707,0,0,0,0.683116490707414,0,0,0
"2",0.549653760452383,0,0,0,0.66193945830981,0,0,0
"1",0,0,0,0,0.653760453343507,0,0,0
"1",0,0,0,0,0.6052703960949,0,0,0
"3",0,0,0,0,0.602160370981269,0,0.80232622039029,0.800292813797176
"4",0,0.571322204688827,0,0,0.531579853098799,0,0.862576258303162,0.821026908195874
"2",0,0,0,0,0,0,0.889368161356265,0.775994833424407
"1",0,0,0,0,0,0,0.822317619170971,0
"0",0,0,0,0,0,0,0,0
"2",0,0.54893417080755,0,0,0.730210464097691,0,0,0
"3",0.551486003461258,0.601018488204179,0,0,0.796220477393316,0,0,0
"2",0.628525460687923,0,0,0,0.824030837569186,0,0,0
"1",0,0,0,0,0.480941740275059,0,0,0
"1",0,0,0,0,0.665373802446904,0,0,0
"4",0.562388160672651,0,0,0,0.811982311242819,0,0.839429428258195,0.83659037639942
"3",0,0,0,0,0.781947898265215,0,0.926613664976941,0.753765542106307
"3",0,0,0,0,0.68502145260924,0,0.929417057809624,0.841211931432932
"4",0,0.589085698942388,0,0.523421092706914,0.504250884743841,0,0.934209853523631,0
"2",0,0,0,0,0.4712944367282,0,0.892915947986069,0
"1",0,0,0,0,0.830535940399547,0,0,0
"2",0.559969533996088,0,0,0,0.809287593279835,0,0,0
"2",0.542798446644207,0,0,0,0.858644221567327,0,0,0
"1",0,0,0,0,0.45182784215618,0,0,0
"1",0,0,0,0,0.575828473092038,0,0,0
"5",0.678813815472092,0,0,0.610553973624954,0.929193672637217,0,0.912572357309399,0.920301334624437
"1",0,0,0,0,0.626403198788794,0,0,0
"0",0,0,0,0,0,0,0,0
"2",0,0,0,0,0.618582388908674,0,0.872955531409473,0
"4",0,0.594025830796769,0,0,0.826045529336411,0,0.94759054538963,0.709339517289489
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"1",0,0,0,0,0,0.518544546042964,0,0
"1",0,0,0,0,0,0.610453181804572,0,0
"3",0.513282757388385,0.676495515205289,0,0,0,0.77063220328209,0,0
"2",0,0,0.622884939559237,0,0,0.869528248099618,0,0
"4",0.583179724032543,0.739065160864954,0.77462591380533,0,0,0.841574314997845,0,0
"5",0.59553810158531,0.817396719887122,0.863768789714401,0.653650892788731,0,0.889184931422614,0,0
"5",0.636213851203598,0.852931369833843,0.893823098319737,0.829346587285891,0,0.64614886128636,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"0",0,0,0,0,0,0,0,0
"1",0,0,0,0,0,0.511812860702573,0,0
"1",0,0,0,0,0,0.599795410804687,0,0
"2",0,0,0.526048739034712,0,0,0.817377013319374,0,0
"2",0,0,0.621885098769606,0,0,0.878156910828925,0,0
"3",0,0.583995098848348,0.804541950197345,0,0,0.880011859380344,0,0
"4",0,0.644083274947884,0.850881650314053,0.689034599796069,0,0.910061413973808,0,0
"5",0.628503160723277,0.82142663751581,0.915298454286633,0.895917358910322,0,0.957861352494275,0,0
"0",0,0,0,0,0,0,0,0
"1",0,0,0,0,0,0.472228381044366,0,0
"1",0,0,0,0,0,0.539948671164201,0,0
"1",0,0,0,0,0,0.616911728976581,0,0
"2",0,0,0.463770684551045,0,0,0.808044781436339,0,0
"2",0,0,0.619132962094494,0,0,0.865414996963025,0,0
"4",0.514371234352317,0.62420400522388,0.820365583140942,0,0,0.872026841669234,0,0
"4",0.548155744861994,0.707449153350264,0.877809245098966,0,0,0.924970870520241,0,0
"5",0.612198349071481,0.843630693531609,0.909020914260461,0.804806740339219,0,0.970093520729988,0,0
"0",0,0,0,0,0,0,0,0
"1",0,0,0,0,0,0.458369112340999,0,0
"1",0,0,0,0,0,0.525733122273115,0,0
"1",0,0,0,0,0,0.597589772111512,0,0
"1",0,0,0,0,0,0.55690228614811,0,0
"2",0,0,0.574328252011392,0,0,0.613289800817285,0,0
